disque dur externe|disque dur externe|noun|2|file:///android_asset/icons-data/aac_icons/9151_1.png.64x64_q85.png|fr|0||0|8ceb0673-74c1-4a50-b458-d478aa5350be
cher|cher|adjective|4|file:///android_asset/icons-data/aac_icons/4589_1.png.64x64_q85.png|fr|0||0|cb222ac0-8cbf-4104-8705-8cb32115a1ed
ver de terre|ver de terre|noun|2|file:///android_asset/icons-data/aac_icons/2935_1.png.64x64_q85.png|fr|0||0|93233f99-3c0f-41bd-9739-2934c3db5175
tétines|tetines|noun|2|file:///android_asset/icons-data/aac_icons/23606_1.png.64x64_q85.png|fr|0||0|cf636cc0-daac-4b8c-9270-3e96221363d3
Artichaut|Artichaut|noun|2|file:///android_asset/icons-data/aac_icons/5370_1.png.64x64_q85.png|fr|0||0|f2e78cec-5990-48cd-8046-4dd0423cda7e
tuyauterie|tuyauterie|noun|2|file:///android_asset/icons-data/aac_icons/8240_1.png.64x64_q85.png|fr|0||0|78862863-a73f-4985-bdcb-b40b4f5b13ea
aides|aides|noun|2|file:///android_asset/icons-data/aac_icons/25620_1.png.64x64_q85.png|fr|0||0|80df8fda-db36-4b13-b290-f2ac56fdf9da
bacon|bacon|noun|2|file:///android_asset/icons-data/aac_icons/2994_1.png.64x64_q85.png|fr|0||0|1eded47d-95ef-45f8-8ac0-3e06368fefb7
amandes|amandes|noun|2|file:///android_asset/icons-data/aac_icons/2646_1.png.64x64_q85.png|fr|0||0|04eba044-6f9e-4a77-b005-6654c0060d30
Pôle Nord|Pole Nord|noun|1|file:///android_asset/icons-data/aac_icons/6187_1.png.64x64_q85.png|fr|0||0|22cfb272-c915-4ccd-a44c-c9d76b1d59cd
bonnes|bonnes|adjective|4|file:///android_asset/icons-data/aac_icons/12196_1.png.64x64_q85.png|fr|0||0|376208e5-029f-44e8-9a60-48fb7482b398
nain|nain|noun|2|file:///android_asset/icons-data/aac_icons/5450_1.png.64x64_q85.png|fr|0||0|fdd29f0a-e0ff-46d5-8680-f934dc454e15
livre de sciences sociales |livre de sciences sociales |noun|2|file:///android_asset/icons-data/aac_icons/9823_1.png.64x64_q85.png|fr|0||0|8ec73b7d-1f16-4639-860b-19f51b358c25
drapeaux|drapeaux|noun|2|file:///android_asset/icons-data/aac_icons/12085_1.png.64x64_q85.png|fr|0||0|1d439db0-a9c7-42d9-80cf-d041290218c6
cactus|cactus|noun|2|file:///android_asset/icons-data/aac_icons/3070_1.png.64x64_q85.png|fr|0||0|2fb83ca3-ad1b-40f8-8f1e-7d50b2a7de04
pâtisserie|patisserie|noun|2|file:///android_asset/icons-data/aac_icons/3361_1.png.64x64_q85.png|fr|10|10|0|1eb228c2-db14-430b-ba64-0c84627710d7
panda|panda|noun|2|file:///android_asset/icons-data/aac_icons/2869_1.png.64x64_q85.png|fr|10|10|0|f72ed4e6-ea23-4a43-a269-0df27910d03c
pollution|pollution|noun|2|file:///android_asset/icons-data/aac_icons/7065_1.png.64x64_q85.png|fr|0||0|d4e05157-5525-468d-85d4-c64ece8be47d
blouse|blouse|noun|2|file:///android_asset/icons-data/aac_icons/2280_2.png.64x64_q85.png|fr|4|4|0|c565b728-5920-4c9e-a9db-2c8ea2625e05
pantoufles|pantoufles|noun|2|file:///android_asset/icons-data/aac_icons/24230_1.png.64x64_q85.png|fr|0||0|b3b07cf7-5189-4e4f-ad3b-8c9a59193363
tonneaux|tonneaux|noun|2|file:///android_asset/icons-data/aac_icons/12111_1.png.64x64_q85.png|fr|0||0|5b73b6de-3d17-444c-ab67-571eaef14d48
muet|muet|adjective|4|file:///android_asset/icons-data/aac_icons/4702_1.png.64x64_q85.png|fr|0||0|4e5ac739-0a6f-4cc9-99a2-fd2c4902acab
saumon|saumon|noun|2|file:///android_asset/icons-data/aac_icons/7808_1.png.64x64_q85.png|fr|0||0|d70c55d6-873a-438e-b1df-d7ea07a0c25b
agences de voyages|agences de voyages|noun|2|file:///android_asset/icons-data/aac_icons/11133_1.png.64x64_q85.png|fr|0||0|0549fb26-cc6d-42fe-9f98-491098a435e8
chevaux de bois à bascule|chevaux de bois a bascule|noun|2|file:///android_asset/icons-data/aac_icons/12213_1.png.64x64_q85.png|fr|0||0|3f261e7e-b21e-4914-b52f-926bd16c0adf
champagne catalan|champagne catalan|noun|2|file:///android_asset/icons-data/aac_icons/3009_1.png.64x64_q85.png|fr|0||0|01ecf284-332b-4cff-a32d-fbbea6e737c4
buvette|buvette|noun|2|file:///android_asset/icons-data/aac_icons/4598_1.png.64x64_q85.png|fr|0||0|f897083a-e85c-45a8-9f3d-d6642afb2c81
annuaire|annuaire|noun|2|file:///android_asset/icons-data/aac_icons/3071_1.png.64x64_q85.png|fr|8|8|0|c96c1775-b4f9-4bfa-8d7c-53cb480a3f19
nez|nez|noun|2|file:///android_asset/icons-data/aac_icons/2887_1.png.64x64_q85.png|fr|3|3|0|0054ffac-254c-40a5-9044-e55ca70432b9
poil de bête|poil de bete|noun|2|file:///android_asset/icons-data/aac_icons/24256_1.png.64x64_q85.png|fr|0||0|3067b81c-3868-4ae6-ba09-195960ae4d3d
fée|fee|noun|2|file:///android_asset/icons-data/aac_icons/5482_1.png.64x64_q85.png|fr|0||0|cdb8f7c9-9fc7-4a5e-bbe4-845ce29566e8
supplier|supplier|verb|3|file:///android_asset/icons-data/aac_icons/8194_1.png.64x64_q85.png|fr|6|6|0|66682b13-1f8c-479b-a682-bbbbd98b0a3e
chaleur|chaleur|adjective|4|file:///android_asset/icons-data/aac_icons/2300_2.png.64x64_q85.png|fr|16|16|0|f30d4098-0ea6-4dc8-9d29-5c085c0adabd
propre|propre|adjective|4|file:///android_asset/icons-data/aac_icons/4680_1.png.64x64_q85.png|fr|14|14|0|d6c48556-82bb-4808-bce3-356d423d9790
causer|causer|verb|3|file:///android_asset/icons-data/aac_icons/3345_1.png.64x64_q85.png|fr|19|19|0|69bf206d-bc4a-4da0-a4ac-bf931d83f01b
dauphin|dauphin|noun|2|file:///android_asset/icons-data/aac_icons/2732_1.png.64x64_q85.png|fr|2|2|0|616f0c0a-d270-464a-8a78-46d3c1435951
guidon|guidon|noun|2|file:///android_asset/icons-data/aac_icons/6145_1.png.64x64_q85.png|fr|0||0|df5f0ceb-5a9c-47a4-aca1-182c238822e6
dessert aux amandes et au caramel|dessert aux amandes et au caramel|noun|2|file:///android_asset/icons-data/aac_icons/24087_1.png.64x64_q85.png|fr|0||0|42178325-564a-49f7-ab02-6205591f5fc9
chemise de nuit|chemise de nuit|noun|2|file:///android_asset/icons-data/aac_icons/2311_2.png.64x64_q85.png|fr|0||0|d32534ae-2a03-4a61-9c8f-693f8952e359
noeud|noeud|noun|2|file:///android_asset/icons-data/aac_icons/9180_1.png.64x64_q85.png|fr|0||0|81e11367-163f-418f-93d6-f4d9d28e7f18
trapèze|trapeze|noun|2|file:///android_asset/icons-data/aac_icons/4761_1.png.64x64_q85.png|fr|0||0|c3d2cadc-a9be-4648-bf78-9ce9e7d2782c
barbe à papa|barbe a papa|noun|2|file:///android_asset/icons-data/aac_icons/11174_1.png.64x64_q85.png|fr|0||0|2917aaeb-867f-4276-84a2-94650fdcdfec
otite|otite|noun|2|file:///android_asset/icons-data/aac_icons/10265_1.png.64x64_q85.png|fr|0||0|5e39ddce-1fea-48e0-b295-cd151f77fe64
esquimau|esquimau|adjective|4|file:///android_asset/icons-data/aac_icons/6135_1.png.64x64_q85.png|fr|0||0|709d5f0a-b7f0-4935-aa01-a1a26a04f17f
patinoire|patinoire|noun|2|file:///android_asset/icons-data/aac_icons/5088_1.png.64x64_q85.png|fr|0||0|0b53df6c-aedb-4948-9545-1ba6fed52d63
fourneau à gaz|fourneau a gaz|noun|2|file:///android_asset/icons-data/aac_icons/9176_1.png.64x64_q85.png|fr|0||0|421ae63d-38ec-43ce-974e-b06c35cc3122
avocate|avocate|noun|2|file:///android_asset/icons-data/aac_icons/11160_1.png.64x64_q85.png|fr|0||0|938d4e5a-03e0-4d3c-83a3-b003d24c8e37
planche de windsurf|planche de windsurf|noun|2|file:///android_asset/icons-data/aac_icons/4753_1.png.64x64_q85.png|fr|0||0|9509fe2f-7ca8-4a63-999a-5f09ea80f2b5
salle de réunions|salle de reunions|noun|2|file:///android_asset/icons-data/aac_icons/9911_1.png.64x64_q85.png|fr|0||0|cd39c689-712b-4433-bf6d-af8972527e5c
quelles?|quelles?|noun|6|file:///android_asset/icons-data/aac_icons/22620_1.png.64x64_q85.png|fr|15|15|0|720b175b-87f9-418e-bbfc-b7833890e621
dépendance|dependance|noun|2|file:///android_asset/icons-data/aac_icons/11480_1.png.64x64_q85.png|fr|0||0|6c6e47d1-16df-4dfb-bc79-7a52c6fe3bfd
peinée|peinee|adjective|4|file:///android_asset/icons-data/aac_icons/11959_1.png.64x64_q85.png|fr|0||0|a5b06acd-70c4-46b8-b409-a7d53b4e1a3d
voter|voter|verb|3|file:///android_asset/icons-data/aac_icons/6631_1.png.64x64_q85.png|fr|0||0|115eb62f-927b-4261-a845-2052d92aeab3
mes|mes|adjective|4|file:///android_asset/icons-data/aac_icons/12266_1.png.64x64_q85.png|fr|0||0|eef2315f-35c8-4a73-af61-a3ccb17794e7
mer|mer|noun|2|file:///android_asset/icons-data/aac_icons/2925_1.png.64x64_q85.png|fr|13|13|0|56681d43-db01-4a10-be1a-ced5e2a641c7
rampe|rampe|noun|2|file:///android_asset/icons-data/aac_icons/2542_2.png.64x64_q85.png|fr|13|13|0|52bd7057-bf7f-415a-9e2e-28328fd70081
plat de résistance|plat de resistance|adjective|4|file:///android_asset/icons-data/aac_icons/7240_1.png.64x64_q85.png|fr|0||0|529eb7fa-5c78-49c9-9566-21293550a018
près|pres|adjective|4|file:///android_asset/icons-data/aac_icons/5426_1.png.64x64_q85.png|fr|1|1|0|a89fdd39-b625-4320-aca1-0137fa9a9c34
nettoyer les fenêtres|nettoyer les fenetres|verb|3|file:///android_asset/icons-data/aac_icons/9008_1.png.64x64_q85.png|fr|0||0|6fe2879b-11f7-45a2-8f2a-2bf80dc5f6de
maman|maman|noun|2|file:///android_asset/icons-data/aac_icons/2458_2.png.64x64_q85.png|fr|12|12|0|c7706f3f-85cb-447b-81db-dda842f037ab
soldats|soldats|noun|2|file:///android_asset/icons-data/aac_icons/11246_1.png.64x64_q85.png|fr|0||0|5f7fb86a-62f0-4319-a474-91740ce28fc9
armures|armures|noun|2|file:///android_asset/icons-data/aac_icons/12211_1.png.64x64_q85.png|fr|0||0|e7bea133-cd83-44d6-917a-3baffe87da16
chant de Noël|chant de Noel|noun|2|file:///android_asset/icons-data/aac_icons/2778_1.png.64x64_q85.png|fr|0||0|84a01bbf-01eb-4128-ae76-f0d161e1ef9f
salle à manger|salle a manger|noun|2|file:///android_asset/icons-data/aac_icons/5970_1.png.64x64_q85.png|fr|13|13|0|3745dbd2-b713-4e40-bd41-428b82448380
Royaume-Uni|Royaume-Uni|noun|1|file:///android_asset/icons-data/aac_icons/8206_1.png.64x64_q85.png|fr|0||0|3599f5a3-a686-4d9e-b544-dce53ee2552f
bascules|bascules|noun|2|file:///android_asset/icons-data/aac_icons/12066_1.png.64x64_q85.png|fr|0||0|09b29e7e-fd1b-4b21-8153-d59d576b9e20
hémisphère nord|hemisphere nord|noun|2|file:///android_asset/icons-data/aac_icons/10285_1.png.64x64_q85.png|fr|0||0|455b9dd8-a553-4ec5-8176-fa38ddca89c7
indiquer|indiquer|verb|3|file:///android_asset/icons-data/aac_icons/6612_1.png.64x64_q85.png|fr|19|19|0|55e8e203-ca3b-4ad5-9376-c7690f6d2d0e
les miens|les miens|adjective|4|file:///android_asset/icons-data/aac_icons/12266_1.png.64x64_q85.png|fr|0||0|3c6ab139-caf3-4e01-90c1-0e844c1b2bab
menton|menton|noun|2|file:///android_asset/icons-data/aac_icons/2991_1.png.64x64_q85.png|fr|0||0|23cfdb7d-cd6d-4423-961c-f5fde02215e2
k|k|noun|6|file:///android_asset/icons-data/aac_icons/3032_1.png.64x64_q85.png|fr|0||0|747d14c4-714d-42ac-895d-2257c400e960
laver le visage|laver le visage|verb|3|file:///android_asset/icons-data/aac_icons/4939_1.png.64x64_q85.png|fr|0||0|b93838c9-8072-469d-bf03-e2b2f11941ac
goutttes|goutttes|noun|2|file:///android_asset/icons-data/aac_icons/24605_1.png.64x64_q85.png|fr|0||0|31c8cd9d-92ea-429d-be6a-184b82ad12f4
professeur d'éducation physique |professeur d'education physique |noun|2|file:///android_asset/icons-data/aac_icons/7798_1.png.64x64_q85.png|fr|0||0|93f5d017-ff02-4910-aaac-98b658befda9
quelle est ton adresse?|quelle est ton adresse?|noun|5|file:///android_asset/icons-data/aac_icons/11603_1.png.64x64_q85.png|fr|0||0|91c72338-010d-4c39-9419-5e8efb6b8258
calculatrice|calculatrice|noun|2|file:///android_asset/icons-data/aac_icons/5419_1.png.64x64_q85.png|fr|0||0|d24b743a-7340-46b2-9e96-7d0df1a2d675
huile|huile|noun|2|file:///android_asset/icons-data/aac_icons/2246_2.png.64x64_q85.png|fr|0||0|e760aba1-2031-4338-9718-bc9a99b26368
saint|saint|noun|2|file:///android_asset/icons-data/aac_icons/24392_1.png.64x64_q85.png|fr|0||0|c1f29b00-471d-4b16-bfd2-16cb65244cfc
crèmes solaires|cremes solaires|noun|2|file:///android_asset/icons-data/aac_icons/12192_1.png.64x64_q85.png|fr|0||0|49b9751d-ceb7-4012-b163-a09fc868be62
baisse le son|baisse le son|verb|3|file:///android_asset/icons-data/aac_icons/5916_1.png.64x64_q85.png|fr|0||0|ef9e334f-b6fb-43a0-9aee-c78d4386eac0
Nations Unies|Nations Unies|noun|1|file:///android_asset/icons-data/aac_icons/9079_1.png.64x64_q85.png|fr|0||0|f726b92a-6b81-42c9-81ea-8bf486fcd771
infarctus|infarctus|noun|2|file:///android_asset/icons-data/aac_icons/5490_1.png.64x64_q85.png|fr|0||0|6bf87320-4089-42d7-9bd6-2f2054213fa1
cormoran|cormoran|noun|2|file:///android_asset/icons-data/aac_icons/9063_1.png.64x64_q85.png|fr|0||0|89b93962-4c26-4f58-8b3f-bdd002f207b0
brochette mixte|brochette mixte|adjective|4|file:///android_asset/icons-data/aac_icons/5932_1.png.64x64_q85.png|fr|0||0|6abf59db-98c3-4cc5-96d3-cd2d9352d0fa
changer|changer|verb|3|file:///android_asset/icons-data/aac_icons/8053_1.png.64x64_q85.png|fr|19|19|0|04c4e129-4523-4bdb-845f-16b5fa019626
humidité|humidite|noun|2|file:///android_asset/icons-data/aac_icons/3123_1.png.64x64_q85.png|fr|0||0|abb4f0e9-7296-4e01-9881-67695842ccf7
étoile|etoile|noun|2|file:///android_asset/icons-data/aac_icons/2752_1.png.64x64_q85.png|fr|7|7,5|0|9d293d5e-4918-4c4d-aaa7-0c6534e70af2
fourchette|fourchette|noun|2|file:///android_asset/icons-data/aac_icons/2588_2.png.64x64_q85.png|fr|8|8|0|cab9e81c-79cf-4a1a-b0eb-169fcb995392
