se refléter|se refleter|verb|3|file:///sdcard/acc_icons/2385_2.png.64x64_q85.png|fr|8|8
voir|voir|verb|3|file:///sdcard/acc_icons/2385_2.png.64x64_q85.png|fr|8|8,19
se voir|se voir|verb|3|file:///sdcard/acc_icons/2385_2.png.64x64_q85.png|fr|8|8
se regarder dans la glace|se regarder dans la glace|verb|3|file:///sdcard/acc_icons/2385_2.png.64x64_q85.png|fr|8|8
étagère|etagere|noun|2|file:///sdcard/acc_icons/2386_2.png.64x64_q85.png|fr|9|9
étudier|etudier|verb|3|file:///sdcard/acc_icons/2387_2.png.64x64_q85.png|fr|19|19
étude|etude|noun|2|file:///sdcard/acc_icons/2387_2.png.64x64_q85.png|fr|19|19
poêle électrique|poele electrique|noun|2|file:///sdcard/acc_icons/2389_2.png.64x64_q85.png|fr|0|
radiateur|radiateur|noun|2|file:///sdcard/acc_icons/2389_2.png.64x64_q85.png|fr|0|
pelleteuse|pelleteuse|noun|2|file:///sdcard/acc_icons/2390_2.png.64x64_q85.png|fr|0|
robe|robe|noun|2|file:///sdcard/acc_icons/2391_2.png.64x64_q85.png|fr|4|4
famille|famille|noun|2|file:///sdcard/acc_icons/2392_2.png.64x64_q85.png|fr|12|12
lampadaire|lampadaire|noun|2|file:///sdcard/acc_icons/2393_2.png.64x64_q85.png|fr|0|
figurines|figurines|noun|2|file:///sdcard/acc_icons/2394_2.png.64x64_q85.png|fr|0|
kinésithérapeute|kinesitherapeute|noun|2|file:///sdcard/acc_icons/2395_2.png.64x64_q85.png|fr|12|12
flûte|flute|noun|2|file:///sdcard/acc_icons/2396_2.png.64x64_q85.png|fr|0|
phoque|phoque|noun|2|file:///sdcard/acc_icons/2397_2.png.64x64_q85.png|fr|2|2
feuilles|feuilles|noun|2|file:///sdcard/acc_icons/2398_2.png.64x64_q85.png|fr|8|8
papier|papier|noun|2|file:///sdcard/acc_icons/2398_2.png.64x64_q85.png|fr|8|8
évier|evier|noun|2|file:///sdcard/acc_icons/2399_2.png.64x64_q85.png|fr|0|
fraise|fraise|noun|2|file:///sdcard/acc_icons/2400_2.png.64x64_q85.png|fr|10|10
froid|froid|adjective|4|file:///sdcard/acc_icons/2401_2.png.64x64_q85.png|fr|16|16
galettes|galettes|noun|2|file:///sdcard/acc_icons/2402_2.png.64x64_q85.png|fr|10|10
poule|poule|noun|2|file:///sdcard/acc_icons/2403_2.png.64x64_q85.png|fr|2|2
coq|coq|noun|2|file:///sdcard/acc_icons/2404_2.png.64x64_q85.png|fr|2|2
pois chiches|pois chiches|noun|2|file:///sdcard/acc_icons/2405_2.png.64x64_q85.png|fr|10|10
légumes secs|legumes secs|noun|2|file:///sdcard/acc_icons/2405_2.png.64x64_q85.png|fr|10|10
chat|chat|noun|2|file:///sdcard/acc_icons/2406_2.png.64x64_q85.png|fr|2|2
minet|minet|noun|2|file:///sdcard/acc_icons/2406_2.png.64x64_q85.png|fr|2|2
ballon aérostatique|ballon aerostatique|noun|2|file:///sdcard/acc_icons/2407_2.png.64x64_q85.png|fr|0|
ballons|ballons|noun|2|file:///sdcard/acc_icons/2408_2.png.64x64_q85.png|fr|11|11
gomme|gomme|noun|2|file:///sdcard/acc_icons/2409_2.png.64x64_q85.png|fr|0|
gorille|gorille|noun|2|file:///sdcard/acc_icons/2410_2.png.64x64_q85.png|fr|0|
casquette|casquette|noun|2|file:///sdcard/acc_icons/2411_2.png.64x64_q85.png|fr|0|
